feature_id,distance,odometer,joint_number,relative_position,angle,feature_type,depth_percent,length,width,wall_thickness,weld_type,elevation,j_len
ML-9340,33638.82,33638.82,9340.0,7.35,77.5,metal loss,0.1,2.99,0.67,0.344,,,39.91
C-9340,33670.4,33670.4,9340.0,38.93,206.5,Cluster,0.1,2.71,8.94,0.344,,,39.91
C-9360,33750.65,33750.65,9360.0,39.28,239.0,Cluster,0.34,0.94,5.43,0.344,,,40.18
ML-9370,33753.51,33753.51,9370.0,1.96,372.5,metal loss,0.13,1.06,1.1,0.344,,,24.73
ML-9390,33817.11,33817.11,9390.0,0.78,373.0,metal loss,0.36,0.91,8.35,0.344,,,39.99
ML-9390,33853.06,33853.06,9390.0,36.73,358.5,metal loss,0.1,1.1,1.18,0.344,,,39.99
ML-9390,33853.37,33853.37,9390.0,37.04,362.0,metal loss,0.12,0.71,0.71,0.344,,,39.99
ML-9400,33895.42,33895.42,9400.0,39.1,330.0,metal loss,0.16,0.71,1.53,0.344,,,39.98
ML-9420,33949.1,33949.1,9420.0,12.79,120.5,metal loss,0.13,2.84,2.36,0.344,,,40.04
ML-9420,33975.28,33975.28,9420.0,38.98,275.0,metal loss,0.18,3.7,0.87,0.344,,,40.04
C-9420,33975.32,33975.32,9420.0,39.02,223.5,Cluster,0.1,2.64,8.5,0.344,,,40.04
C-9420,33975.39,33975.39,9420.0,39.08,291.5,Cluster,0.16,2.63,7.23,0.344,,,40.04
C-9440,34024.54,34024.54,9440.0,8.15,192.5,Cluster,0.18,4.12,3.94,0.344,,,40.06
C-9440,34025.04,34025.04,9440.0,8.66,189.5,Cluster,0.25,2.81,3.37,0.344,,,40.06
ML-9440,34055.57,34055.57,9440.0,39.18,314.0,metal loss,0.21,1.38,4.41,0.344,,,40.06
ML-9450,34057.22,34057.22,9450.0,0.77,321.5,metal loss,0.11,0.71,0.67,0.344,,,39.96
C-9470,34137.11,34137.11,9470.0,0.71,197.5,Cluster,0.22,2.92,11.5,0.344,,,39.99
C-9470,34137.13,34137.13,9470.0,0.72,110.0,Cluster,0.19,2.6,14.89,0.344,,,39.99
ML-9470,34137.15,34137.15,9470.0,0.75,79.5,metal loss,0.14,2.72,3.5,0.344,,,39.99
ML-9650,34859.79,34859.79,9650.0,21.29,209.0,metal loss-manufacturing anomaly,0.15,0.59,0.87,0.344,,,40.05
ML-9650,34861.31,34861.31,9650.0,22.81,325.0,metal loss-manufacturing anomaly,0.17,0.71,0.71,0.344,,,40.05
C-9670,34919.27,34919.27,9670.0,0.8,339.0,Cluster,0.1,0.61,3.27,0.344,,,39.9
ML-9860,35581.29,35581.29,9860.0,0.85,179.5,metal loss,0.15,0.83,1.06,0.344,,,39.92
ML-9910,35798.42,35798.42,9910.0,18.23,188.0,metal loss-manufacturing anomaly,0.18,0.47,0.71,0.344,,,39.99
C-9920,35820.7,35820.7,9920.0,0.51,121.0,Cluster,0.32,4.37,2.54,0.344,,,39.98
ML-9920,35820.85,35820.85,9920.0,0.66,147.0,metal loss,0.18,2.28,9.8,0.344,,,39.98
C-9920,35820.89,35820.89,9920.0,0.71,248.0,Cluster,0.22,1.6,7.23,0.344,,,39.98
ML-9920,35820.93,35820.93,9920.0,0.74,326.5,metal loss,0.13,0.71,1.69,0.344,,,39.98
ML-10080,36460.28,36460.28,10080.0,0.85,209.0,metal loss-manufacturing anomaly,0.1,1.02,0.71,0.344,,,39.98
ML-10640,38383.95,38383.95,10640.0,34.12,291.5,metal loss-manufacturing anomaly,0.16,3.78,2.52,0.344,,,40.01
ML-10840,39144.72,39144.72,10840.0,28.08,196.0,metal loss,0.1,0.98,1.18,0.344,,,28.59
C-10920,39334.75,39334.75,10920.0,21.94,162.5,Cluster,0.16,4.36,8.99,0.344,,,22.86
C-10930,39335.7,39335.7,10930.0,0.03,63.0,Cluster,0.1,2.33,12.3,0.344,,,29.22
C-10950,39405.56,39405.56,10950.0,0.68,267.5,Cluster,0.17,3.44,9.03,0.344,,,40.01
ML-10960,39479.9,39479.9,10960.0,35.02,246.0,metal loss,0.17,0.79,0.91,0.344,,,35.9
ML-10990,39530.85,39530.85,10990.0,0.5,178.0,metal loss,0.15,1.18,1.81,0.344,,,22.34
C-11000,39553.36,39553.36,11000.0,0.67,90.5,Cluster,0.39,4.88,30.98,0.344,,,39.91
C-11010,39592.67,39592.67,11010.0,0.07,260.0,Cluster,0.25,4.07,6.33,0.344,,,37.06
C-11010,39593.33,39593.33,11010.0,0.72,229.0,Cluster,0.18,2.83,6.62,0.344,,,37.06
C-11010,39593.37,39593.37,11010.0,0.76,73.5,Cluster,0.27,3.28,9.26,0.344,,,37.06
C-11030,39641.08,39641.08,11030.0,1.4,61.0,Cluster,0.31,5.05,14.2,0.344,,,31.87
C-11030,39641.74,39641.74,11030.0,2.06,209.0,Cluster,0.33,3.32,9.3,0.344,,,31.87
ML-11060,39747.57,39747.57,11060.0,2.17,125.0,metal loss,0.11,1.42,1.34,0.344,,,17.38
ML-11150,40008.62,40008.62,11150.0,18.92,151.0,metal loss-manufacturing anomaly,0.1,1.46,0.71,0.344,,,39.99
ML-11150,40009.5,40009.5,11150.0,19.8,258.5,metal loss-manufacturing anomaly,0.1,0.59,0.71,0.344,,,39.99
C-11310,40668.73,40668.73,11310.0,39.01,238.5,Cluster,0.18,1.97,1.47,0.344,,,40.0
ML-11430,41011.08,41011.08,11430.0,20.89,306.5,metal loss-manufacturing anomaly,0.1,3.03,1.3,0.344,,,39.92
ML-11460,41131.05,41131.05,11460.0,20.98,304.5,metal loss-manufacturing anomaly,0.14,3.66,1.02,0.344,,,36.15
ML-11470,41163.99,41163.99,11470.0,17.77,64.5,metal loss-manufacturing anomaly,0.12,4.17,1.77,0.344,,,39.95
ML-11470,41165.77,41165.77,11470.0,19.55,246.0,metal loss-manufacturing anomaly,0.16,0.59,0.63,0.344,,,39.95
ML-11470,41166.98,41166.98,11470.0,20.75,63.0,metal loss-manufacturing anomaly,0.11,3.78,1.42,0.344,,,39.95
ML-11470,41170.29,41170.29,11470.0,24.07,57.0,metal loss-manufacturing anomaly,0.3,3.82,5.55,0.344,,,39.95
ML-11470,41174.55,41174.55,11470.0,28.33,359.0,metal loss-manufacturing anomaly,0.11,0.47,0.59,0.344,,,39.95
C-11550,41466.16,41466.16,11550.0,0.72,142.0,Cluster,0.29,5.0,10.54,0.344,,,39.95
C-11550,41466.18,41466.18,11550.0,0.73,202.5,Cluster,0.21,5.56,2.58,0.344,,,39.95
C-11550,41466.26,41466.26,11550.0,0.82,99.5,Cluster,0.14,0.97,3.27,0.344,,,39.95
C-11550,41485.96,41485.96,11550.0,20.52,286.5,Cluster,0.15,4.38,3.16,0.344,,,39.95
C-11550,41486.24,41486.24,11550.0,20.8,308.0,Cluster,0.17,2.56,2.39,0.344,,,39.95
ML-11550,41486.59,41486.59,11550.0,21.15,304.5,metal loss,0.15,1.14,1.26,0.344,,,39.95
C-11550,41486.78,41486.78,11550.0,21.34,306.5,Cluster,0.12,4.25,3.16,0.344,,,39.95
ML-11550,41501.43,41501.43,11550.0,35.98,286.5,metal loss,0.1,2.52,0.75,0.344,,,39.95
ML-11550,41502.32,41502.32,11550.0,36.87,245.0,metal loss,0.14,4.25,0.94,0.344,,,39.95
ML-11550,41503.42,41503.42,11550.0,37.98,281.0,metal loss,0.1,1.18,0.83,0.344,,,39.95
C-11550,41504.01,41504.01,11550.0,38.56,284.0,Cluster,0.1,4.39,5.72,0.344,,,39.95
ML-11560,41544.42,41544.42,11560.0,39.02,233.5,metal loss,0.23,0.94,1.3,0.344,,,39.95
ML-11560,41544.45,41544.45,11560.0,39.06,264.5,metal loss,0.11,0.79,0.79,0.344,,,39.95
ML-11570,41546.08,41546.08,11570.0,0.74,288.0,metal loss,0.17,2.76,0.59,0.344,,,39.94
C-11570,41576.47,41576.47,11570.0,31.12,232.0,Cluster,0.19,2.21,1.8,0.344,,,39.94
C-11570,41581.35,41581.35,11570.0,36.01,218.5,Cluster,0.18,5.2,4.15,0.344,,,39.94
ML-11580,41593.16,41593.16,11580.0,7.88,238.5,metal loss,0.1,3.03,0.59,0.344,,,40.09
C-11580,41593.61,41593.61,11580.0,8.33,209.0,Cluster,0.16,3.71,3.96,0.344,,,40.09
C-11580,41605.47,41605.47,11580.0,20.19,102.5,Cluster,0.15,3.43,1.22,0.344,,,40.09
ML-11580,41606.33,41606.33,11580.0,21.05,100.5,metal loss,0.13,1.53,1.38,0.344,,,40.09
C-11580,41607.15,41607.15,11580.0,21.88,62.0,Cluster,0.23,5.15,3.54,0.344,,,40.09
ML-11580,41607.49,41607.49,11580.0,22.21,103.5,metal loss,0.11,1.42,0.91,0.344,,,40.09
C-11580,41607.68,41607.68,11580.0,22.4,57.0,Cluster,0.25,3.62,2.81,0.344,,,40.09
C-11580,41608.36,41608.36,11580.0,23.08,74.5,Cluster,0.13,1.69,1.2,0.344,,,40.09
C-11580,41610.12,41610.12,11580.0,24.84,279.5,Cluster,0.13,3.25,6.37,0.344,,,40.09
C-11580,41610.66,41610.66,11580.0,25.38,293.0,Cluster,0.1,2.63,4.13,0.344,,,40.09
C-11580,41611.24,41611.24,11580.0,25.96,292.0,Cluster,0.17,3.25,3.71,0.344,,,40.09
ML-11580,41614.46,41614.46,11580.0,29.18,308.5,metal loss,0.16,1.1,0.59,0.344,,,40.09
ML-11590,41636.74,41636.74,11590.0,11.37,293.0,metal loss,0.25,2.09,1.26,0.344,,,40.02
ML-11590,41637.81,41637.81,11590.0,12.44,298.0,metal loss,0.14,2.09,1.89,0.344,,,40.02
C-11590,41645.97,41645.97,11590.0,20.6,280.5,Cluster,0.2,5.22,4.96,0.344,,,40.02
ML-11590,41647.17,41647.17,11590.0,21.8,307.5,metal loss,0.16,0.63,0.87,0.344,,,40.02
C-11590,41647.33,41647.33,11590.0,21.96,291.5,Cluster,0.16,2.06,3.94,0.344,,,40.02
C-11590,41648.63,41648.63,11590.0,23.26,292.5,Cluster,0.12,2.66,3.92,0.344,,,40.02
ML-11590,41649.13,41649.13,11590.0,23.76,311.5,metal loss,0.15,0.75,0.71,0.344,,,40.02
ML-11590,41649.59,41649.59,11590.0,24.22,289.0,metal loss,0.24,0.94,0.71,0.344,,,40.02
C-11590,41650.41,41650.41,11590.0,25.04,286.0,Cluster,0.15,3.7,3.56,0.344,,,40.02
C-11590,41651.43,41651.43,11590.0,26.06,289.5,Cluster,0.14,2.66,2.64,0.344,,,40.02
C-11590,41651.88,41651.88,11590.0,26.51,289.0,Cluster,0.14,2.84,4.19,0.344,,,40.02
C-11590,41652.4,41652.4,11590.0,27.03,289.5,Cluster,0.12,2.08,2.26,0.344,,,40.02
ML-11590,41652.8,41652.8,11590.0,27.43,297.0,metal loss,0.11,1.02,1.26,0.344,,,40.02
C-11590,41653.26,41653.26,11590.0,27.89,266.0,Cluster,0.19,3.68,2.75,0.344,,,40.02
C-11590,41653.89,41653.89,11590.0,28.52,294.0,Cluster,0.21,2.99,2.54,0.344,,,40.02
C-11590,41655.43,41655.43,11590.0,30.06,290.0,Cluster,0.13,2.38,2.16,0.344,,,40.02
C-11590,41658.63,41658.63,11590.0,33.26,80.5,Cluster,0.16,3.28,1.43,0.344,,,40.02
C-11590,41659.02,41659.02,11590.0,33.65,74.0,Cluster,0.15,7.88,2.75,0.344,,,40.02
C-11600,41676.35,41676.35,11600.0,10.96,248.0,Cluster,0.33,5.5,11.56,0.344,,,13.17
ML-11600,41676.62,41676.62,11600.0,11.23,84.5,metal loss,0.16,0.83,0.55,0.344,,,13.17
C-11610,41703.53,41703.53,11610.0,24.97,148.5,Cluster,0.33,5.21,3.73,0.344,,,26.88
C-11610,41704.14,41704.14,11610.0,25.57,200.5,Cluster,0.16,2.22,2.47,0.344,,,26.88
C-11610,41704.24,41704.24,11610.0,25.68,189.0,Cluster,0.14,5.59,14.6,0.344,,,26.88
C-11610,41704.47,41704.47,11610.0,25.91,150.5,Cluster,0.23,4.01,2.87,0.344,,,26.88
C-11620,41705.97,41705.97,11620.0,0.53,231.5,Cluster,0.11,4.12,17.76,0.344,,,39.99
C-11620,41706.26,41706.26,11620.0,0.82,112.0,Cluster,0.23,2.44,9.05,0.344,,,39.99
ML-11620,41706.26,41706.26,11620.0,0.82,82.0,metal loss,0.1,1.3,3.42,0.344,,,39.99
ML-11630,41746.38,41746.38,11630.0,0.95,297.5,metal loss,0.11,0.71,0.55,0.344,,,39.93
ML-11630,41747.21,41747.21,11630.0,1.78,285.0,metal loss,0.13,0.91,1.3,0.344,,,39.93
C-11630,41784.33,41784.33,11630.0,38.9,100.0,Cluster,0.13,3.85,6.24,0.344,,,39.93
ML-11640,41786.2,41786.2,11640.0,0.84,126.0,metal loss,0.11,0.79,0.71,0.344,,,39.73
ML-11640,41787.46,41787.46,11640.0,2.1,246.0,metal loss-manufacturing anomaly,0.11,0.43,0.71,0.344,,,39.73
C-11660,41865.72,41865.72,11660.0,0.67,255.0,Cluster,0.11,2.05,9.82,0.344,,,40.0
C-12150,43597.89,43597.89,12150.0,0.77,142.5,Cluster,0.14,2.4,7.67,0.344,,,39.48
C-12160,43675.86,43675.86,12160.0,39.27,180.0,Cluster,0.1,2.64,4.11,0.344,,,40.09
C-12170,43677.48,43677.48,12170.0,0.8,138.0,Cluster,0.16,1.32,7.54,0.344,,,40.03
ML-12230,43925.26,43925.26,12230.0,20.73,235.5,metal loss-manufacturing anomaly,0.15,2.32,0.59,0.344,,,39.85
ML-12230,43928.97,43928.97,12230.0,24.44,274.0,metal loss-manufacturing anomaly,0.14,3.03,0.71,0.344,,,39.85
ML-12230,43930.49,43930.49,12230.0,25.96,286.5,metal loss-manufacturing anomaly,0.13,3.46,0.94,0.344,,,39.85
ML-12230,43930.51,43930.51,12230.0,25.98,281.5,metal loss-manufacturing anomaly,0.27,3.42,0.55,0.344,,,39.85
ML-12240,43949.85,43949.85,12240.0,5.46,72.5,metal loss,0.13,1.58,1.42,0.344,,,40.18
ML-12240,43950.29,43950.29,12240.0,5.91,74.0,metal loss,0.1,1.65,2.48,0.344,,,40.18
C-12240,43954.18,43954.18,12240.0,9.79,283.0,Cluster,0.13,1.81,2.93,0.344,,,40.18
C-12240,43956.32,43956.32,12240.0,11.93,67.5,Cluster,0.11,2.28,1.91,0.344,,,40.18
C-12240,43956.74,43956.74,12240.0,12.36,51.5,Cluster,0.12,5.46,5.22,0.344,,,40.18
ML-12240,43957.47,43957.47,12240.0,13.09,70.5,metal loss,0.12,2.4,1.93,0.344,,,40.18
ML-12240,43959.89,43959.89,12240.0,15.5,282.5,metal loss,0.12,3.35,0.83,0.344,,,40.18
ML-12240,43962.76,43962.76,12240.0,18.37,70.5,metal loss,0.1,2.24,1.42,0.344,,,40.18
ML-12240,43981.57,43981.57,12240.0,37.18,157.0,metal loss,0.11,0.87,1.18,0.344,,,40.18
C-12250,43985.28,43985.28,12250.0,0.71,319.0,Cluster,0.16,3.58,7.42,0.344,,,40.0
ML-12270,44056.31,44056.31,12270.0,0.62,217.5,metal loss,0.13,5.04,0.59,0.344,,,39.97
C-12270,44056.42,44056.42,12270.0,0.73,152.0,Cluster,0.3,1.85,10.89,0.344,,,39.97
C-12280,44100.91,44100.91,12280.0,5.25,171.0,Cluster,0.23,10.97,12.82,0.344,,,39.9
C-12280,44134.6,44134.6,12280.0,38.94,128.0,Cluster,0.26,2.95,9.22,0.344,,,39.9
C-12300,44214.46,44214.46,12300.0,38.93,112.0,Cluster,0.25,4.15,10.91,0.344,,,40.01
ML-12420,44640.11,44640.11,12420.0,1.18,199.0,metal loss,0.13,0.87,0.83,0.344,,,39.03
ML-12420,44641.35,44641.35,12420.0,2.41,144.5,metal loss,0.12,1.02,0.98,0.344,,,39.03
ML-12420,44641.95,44641.95,12420.0,3.02,145.5,metal loss,0.2,1.38,1.3,0.344,,,39.03
ML-12420,44642.49,44642.49,12420.0,3.55,143.0,metal loss,0.22,1.1,0.83,0.344,,,39.03
C-12420,44647.98,44647.98,12420.0,9.05,141.0,Cluster,0.16,6.84,3.81,0.344,,,39.03
ML-12430,44698.12,44698.12,12430.0,20.15,128.0,metal loss,0.13,1.22,1.1,0.344,,,40.2
ML-12430,44698.71,44698.71,12430.0,20.75,137.5,metal loss,0.11,1.1,1.1,0.344,,,40.2
C-12430,44699.21,44699.21,12430.0,21.25,229.0,Cluster,0.2,3.23,3.77,0.344,,,40.2
ML-12430,44700.94,44700.94,12430.0,22.98,238.0,metal loss,0.1,1.3,1.26,0.344,,,40.2
ML-12430,44701.23,44701.23,12430.0,23.27,141.5,metal loss,0.1,0.91,0.91,0.344,,,40.2
ML-12430,44703.81,44703.81,12430.0,25.85,117.5,metal loss-manufacturing anomaly,0.11,0.47,0.83,0.344,,,40.2
C-12440,44757.04,44757.04,12440.0,38.87,188.5,Cluster,0.14,2.92,2.66,0.344,,,39.95
ML-12490,44918.76,44918.76,12490.0,0.74,267.5,metal loss,0.17,1.02,8.54,0.344,,,40.05
C-12490,44940.0,44940.0,12490.0,21.98,248.5,Cluster,0.15,3.73,5.82,0.344,,,40.05
ML-12500,44963.32,44963.32,12500.0,5.24,273.5,metal loss,0.17,1.06,1.06,0.344,,,40.13
C-12500,44997.09,44997.09,12500.0,39.01,147.5,Cluster,0.12,4.68,9.8,0.344,,,40.13
ML-12510,45013.1,45013.1,12510.0,14.9,194.5,metal loss,0.17,0.98,0.63,0.344,,,40.14
ML-12540,45112.14,45112.14,12540.0,0.76,375.0,metal loss,0.38,1.1,1.22,0.344,,,22.19
ML-12540,45112.14,45112.14,12540.0,0.76,360.5,metal loss,0.39,1.22,0.59,0.344,,,22.19
ML-12550,45138.44,45138.44,12550.0,4.88,118.5,metal loss,0.14,0.98,1.1,0.344,,,40.04
C-12550,45139.21,45139.21,12550.0,5.64,107.0,Cluster,0.47,5.47,5.59,0.344,,,40.04
ML-12550,45151.38,45151.38,12550.0,17.81,130.5,metal loss,0.14,1.22,1.34,0.344,,,40.04
ML-12550,45166.83,45166.83,12550.0,33.26,177.5,metal loss-manufacturing anomaly,0.21,0.47,0.55,0.344,,,40.04
ML-12560,45175.13,45175.13,12560.0,1.52,165.0,metal loss,0.22,0.83,1.42,0.344,,,6.67
ML-12560,45175.35,45175.35,12560.0,1.74,147.0,metal loss,0.23,0.94,2.17,0.344,,,6.67
C-12710,45676.4,45676.4,12710.0,0.81,190.0,Cluster,0.36,3.82,6.49,0.344,,,40.04
C-12780,45950.05,45950.05,12780.0,38.95,133.5,Cluster,0.11,2.63,16.36,0.344,,,39.97
C-12780,45950.15,45950.15,12780.0,39.05,223.5,Cluster,0.14,1.25,2.24,0.344,,,39.97
C-12790,45951.57,45951.57,12790.0,0.49,217.0,Cluster,0.1,2.4,5.82,0.344,,,39.82
C-12790,45951.85,45951.85,12790.0,0.78,157.0,Cluster,0.14,2.63,19.0,0.344,,,39.82
C-12820,46109.65,46109.65,12820.0,38.9,144.5,Cluster,0.26,4.52,5.7,0.344,,,40.0
C-12820,46109.65,46109.65,12820.0,38.91,213.5,Cluster,0.24,3.65,5.03,0.344,,,40.0
C-12840,46190.01,46190.01,12840.0,39.1,166.0,Cluster,0.15,2.56,9.59,0.344,,,40.2
C-12840,46190.08,46190.08,12840.0,39.16,125.5,Cluster,0.14,2.17,4.65,0.344,,,40.2
C-12850,46191.89,46191.89,12850.0,0.77,193.0,Cluster,0.12,0.91,7.39,0.344,,,40.18
ML-12850,46191.91,46191.91,12850.0,0.79,242.5,metal loss,0.11,0.75,1.22,0.344,,,40.18
ML-12850,46191.92,46191.92,12850.0,0.8,112.0,metal loss,0.15,0.87,1.93,0.344,,,40.18
C-12850,46196.86,46196.86,12850.0,5.74,245.5,Cluster,0.1,3.97,2.39,0.344,,,40.18
C-12850,46199.31,46199.31,12850.0,8.19,252.5,Cluster,0.11,1.06,3.39,0.344,,,40.18
ML-12870,46272.09,46272.09,12870.0,0.79,281.5,metal loss,0.21,1.02,0.91,0.344,,,39.91
ML-12880,46333.84,46333.84,12880.0,22.62,271.5,metal loss-manufacturing anomaly,0.24,4.57,0.71,0.344,,,40.05
ML-12880,46343.06,46343.06,12880.0,31.85,268.5,metal loss-manufacturing anomaly,0.1,3.98,1.73,0.344,,,40.05
ML-12890,46377.81,46377.81,12890.0,26.55,228.0,metal loss-manufacturing anomaly,0.12,0.94,1.06,0.344,,,40.06
ML-12900,46430.41,46430.41,12900.0,39.09,225.5,metal loss,0.38,1.65,1.14,0.344,,,40.0
ML-12900,46430.44,46430.44,12900.0,39.12,241.5,metal loss,0.28,1.06,2.13,0.344,,,40.0
ML-12910,46432.14,46432.14,12910.0,0.81,154.0,metal loss,0.1,0.91,0.87,0.344,,,21.52
ML-12910,46437.34,46437.34,12910.0,6.01,219.0,metal loss-manufacturing anomaly,0.14,0.59,0.71,0.344,,,21.52
ML-12980,46664.82,46664.82,12980.0,7.96,144.5,metal loss,0.2,0.94,0.67,0.344,,,39.94
ML-13000,46733.12,46733.12,13000.0,25.88,252.5,metal loss,0.15,0.87,0.94,0.344,,,40.04
C-13020,46764.12,46764.12,13020.0,0.61,126.5,Cluster,0.12,3.56,3.48,0.344,,,39.98
C-13020,46764.26,46764.26,13020.0,0.75,157.5,Cluster,0.28,5.63,13.45,0.344,,,39.98
ML-13040,46869.83,46869.83,13040.0,26.23,342.5,metal loss-manufacturing anomaly,0.12,3.42,4.53,0.344,,,40.08
C-13190,47266.22,47266.22,13190.0,0.75,99.5,Cluster,0.11,3.04,7.08,0.344,,,21.04
ML-13190,47266.24,47266.24,13190.0,0.77,53.5,metal loss,0.12,0.94,1.97,0.344,,,21.04
C-13200,47298.31,47298.31,13200.0,11.8,368.0,Cluster,0.11,4.48,1.49,0.344,,,40.06
ML-13200,47299.22,47299.22,13200.0,12.71,367.5,metal loss,0.14,0.71,0.87,0.344,,,40.06
C-13200,47325.43,47325.43,13200.0,38.92,111.5,Cluster,0.21,5.09,23.79,0.344,,,40.06
C-13200,47325.5,47325.5,13200.0,38.99,258.5,Cluster,0.1,3.55,7.37,0.344,,,40.06
C-13210,47327.36,47327.36,13210.0,0.79,37.5,Cluster,0.2,1.61,9.17,0.344,,,40.08
ML-13220,47373.61,47373.61,13220.0,6.96,139.5,metal loss-manufacturing anomaly,0.11,0.43,0.71,0.344,,,39.89
ML-13220,47373.76,47373.76,13220.0,7.11,137.0,metal loss-manufacturing anomaly,0.14,0.63,0.71,0.344,,,39.89
C-13260,47548.14,47548.14,13260.0,38.8,142.5,Cluster,0.33,4.97,18.45,0.344,,,39.99
ML-13260,47548.42,47548.42,13260.0,39.08,122.5,metal loss,0.15,0.91,1.42,0.344,,,39.99
ML-13330,47705.64,47705.64,13330.0,0.84,167.5,metal loss,0.1,1.18,0.94,0.344,,,40.06
ML-13650,48680.41,48680.41,13650.0,25.8,113.0,metal loss-manufacturing anomaly,0.22,4.02,0.59,0.344,,,39.91
C-13700,48804.83,48804.83,13700.0,0.51,157.0,Cluster,0.36,6.95,8.27,0.344,,,28.99
C-13950,49768.63,49768.63,13950.0,0.57,117.5,Cluster,0.26,5.08,10.77,0.344,,,40.07
C-14060,50192.33,50192.33,14060.0,14.11,258.5,Cluster,0.2,4.67,1.53,0.344,,,40.06
ML-14060,50194.02,50194.02,14060.0,15.8,264.0,metal loss,0.12,0.98,1.06,0.344,,,40.06
ML-14060,50196.57,50196.57,14060.0,18.35,273.5,metal loss,0.1,0.87,0.91,0.344,,,40.06
C-14060,50199.17,50199.17,14060.0,20.95,127.5,Cluster,0.33,10.43,5.57,0.344,,,40.06
C-14060,50200.15,50200.15,14060.0,21.94,138.5,Cluster,0.17,4.44,0.98,0.344,,,40.06
ML-14060,50200.65,50200.65,14060.0,22.43,134.5,metal loss,0.19,3.15,1.73,0.344,,,40.06
ML-14060,50201.03,50201.03,14060.0,22.82,139.0,metal loss,0.16,0.63,0.71,0.344,,,40.06
ML-14190,50681.04,50681.04,14190.0,10.34,303.5,metal loss-manufacturing anomaly,0.15,1.97,0.59,0.344,,,39.96
ML-14200,50738.69,50738.69,14200.0,28.03,199.0,metal loss,0.16,0.59,0.71,0.344,,,39.99
ML-14300,51120.59,51120.59,14300.0,11.02,317.0,metal loss-manufacturing anomaly,0.14,0.47,0.71,0.344,,,38.94
C-14310,51188.03,51188.03,14310.0,39.51,224.0,Cluster,0.1,2.48,5.22,0.344,,,40.28
ML-14590,51890.81,51890.81,14590.0,2.84,213.0,metal loss-manufacturing anomaly,0.18,0.59,0.71,0.344,,,40.01
C-14900,53107.12,53107.12,14900.0,0.73,245.5,Cluster,0.15,4.16,7.29,0.344,,,40.06
C-14920,53187.09,53187.09,14920.0,0.6,159.5,Cluster,0.12,3.23,8.71,0.344,,,40.01
ML-14920,53187.97,53187.97,14920.0,1.48,195.0,metal loss,0.21,4.05,1.53,0.344,,,40.01
C-14920,53188.01,53188.01,14920.0,1.52,166.5,Cluster,0.24,3.7,3.0,0.344,,,40.01
ML-14920,53188.12,53188.12,14920.0,1.62,147.0,metal loss,0.12,1.73,1.85,0.344,,,40.01
ML-14920,53188.47,53188.47,14920.0,1.97,157.0,metal loss,0.1,1.1,0.91,0.344,,,40.01
ML-15100,53920.16,53920.16,15100.0,29.77,138.0,metal loss-manufacturing anomaly,0.1,0.51,0.71,0.344,,,40.05
C-15420,55090.68,55090.68,15420.0,0.71,135.0,Cluster,0.12,3.08,9.28,0.344,,,40.0
ML-15540,55606.64,55606.64,15540.0,36.9,93.0,metal loss-manufacturing anomaly,0.23,0.51,0.63,0.344,,,40.01
ML-15660,56025.84,56025.84,15660.0,8.43,387.0,metal loss-manufacturing anomaly,0.13,0.59,0.59,0.344,,,40.07
C-15770,56387.34,56387.34,15770.0,18.47,265.0,Cluster,0.14,2.64,3.69,0.344,,,19.43
C-15770,56387.38,56387.38,15770.0,18.52,209.5,Cluster,0.1,1.03,3.62,0.344,,,19.43
ML-15770,56387.4,56387.4,15770.0,18.54,245.0,metal loss,0.1,0.87,1.18,0.344,,,19.43
ML-15770,56387.44,56387.44,15770.0,18.58,181.0,metal loss,0.1,0.71,1.65,0.344,,,19.43
